TRT01A,AETERM,AEBODSYS,param,value,sub_col_label,AETERM_ORD,AEBODSYS_ORD
Xanomeline Low Dose,TINNITUS,EAR AND LABYRINTH DISORDERS,N,1,N_and_N_pct,204,20
Xanomeline Low Dose,TINNITUS,EAR AND LABYRINTH DISORDERS,N_tot,1,AEs,204,20
Xanomeline Low Dose,TINNITUS,EAR AND LABYRINTH DISORDERS,N_pct,0.010416666666666666,N_and_N_pct,204,20
Xanomeline Low Dose,TRANSIENT ISCHAEMIC ATTACK,NERVOUS SYSTEM DISORDERS,N,2,N_and_N_pct,116,13
Xanomeline Low Dose,TRANSIENT ISCHAEMIC ATTACK,NERVOUS SYSTEM DISORDERS,N_tot,3,AEs,116,13
Xanomeline Low Dose,TRANSIENT ISCHAEMIC ATTACK,NERVOUS SYSTEM DISORDERS,N_pct,0.020833333333333332,N_and_N_pct,116,13
Xanomeline Low Dose,ULCER,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,1,N_and_N_pct,227,2
Xanomeline Low Dose,ULCER,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,1,AEs,227,2
Xanomeline Low Dose,ULCER,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.010416666666666666,N_and_N_pct,227,2
Xanomeline Low Dose,UPPER RESPIRATORY TRACT INFECTION,INFECTIONS AND INFESTATIONS,N,1,N_and_N_pct,28,7
Xanomeline Low Dose,UPPER RESPIRATORY TRACT INFECTION,INFECTIONS AND INFESTATIONS,N_tot,2,AEs,28,7
Xanomeline Low Dose,UPPER RESPIRATORY TRACT INFECTION,INFECTIONS AND INFESTATIONS,N_pct,0.010416666666666666,N_and_N_pct,28,7
Xanomeline Low Dose,URINE ANALYSIS ABNORMAL,INVESTIGATIONS,N,1,N_and_N_pct,97,14
Xanomeline Low Dose,URINE ANALYSIS ABNORMAL,INVESTIGATIONS,N_tot,2,AEs,97,14
Xanomeline Low Dose,URINE ANALYSIS ABNORMAL,INVESTIGATIONS,N_pct,0.010416666666666666,N_and_N_pct,97,14
Xanomeline Low Dose,URTICARIA,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N,1,N_and_N_pct,56,3
Xanomeline Low Dose,URTICARIA,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_tot,3,AEs,56,3
Xanomeline Low Dose,URTICARIA,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_pct,0.010416666666666666,N_and_N_pct,56,3
Xanomeline Low Dose,VENTRICULAR EXTRASYSTOLES,CARDIAC DISORDERS,N,2,N_and_N_pct,158,6
Xanomeline Low Dose,VENTRICULAR EXTRASYSTOLES,CARDIAC DISORDERS,N_tot,4,AEs,158,6
Xanomeline Low Dose,VENTRICULAR EXTRASYSTOLES,CARDIAC DISORDERS,N_pct,0.020833333333333332,N_and_N_pct,158,6
Xanomeline Low Dose,VENTRICULAR SEPTAL DEFECT,"CONGENITAL, FAMILIAL AND GENETIC DISORDERS",N,1,N_and_N_pct,121,19
Xanomeline Low Dose,VENTRICULAR SEPTAL DEFECT,"CONGENITAL, FAMILIAL AND GENETIC DISORDERS",N_tot,1,AEs,121,19
Xanomeline Low Dose,VENTRICULAR SEPTAL DEFECT,"CONGENITAL, FAMILIAL AND GENETIC DISORDERS",N_pct,0.010416666666666666,N_and_N_pct,121,19
Xanomeline Low Dose,VERTIGO,EAR AND LABYRINTH DISORDERS,N,1,N_and_N_pct,124,20
Xanomeline Low Dose,VERTIGO,EAR AND LABYRINTH DISORDERS,N_tot,1,AEs,124,20
Xanomeline Low Dose,VERTIGO,EAR AND LABYRINTH DISORDERS,N_pct,0.010416666666666666,N_and_N_pct,124,20
Xanomeline Low Dose,VIRAL INFECTION,INFECTIONS AND INFESTATIONS,N,1,N_and_N_pct,132,7
Xanomeline Low Dose,VIRAL INFECTION,INFECTIONS AND INFESTATIONS,N_tot,1,AEs,132,7
Xanomeline Low Dose,VIRAL INFECTION,INFECTIONS AND INFESTATIONS,N_pct,0.010416666666666666,N_and_N_pct,132,7
Xanomeline Low Dose,VISION BLURRED,EYE DISORDERS,N,1,N_and_N_pct,152,10
Xanomeline Low Dose,VISION BLURRED,EYE DISORDERS,N_tot,1,AEs,152,10
Xanomeline Low Dose,VISION BLURRED,EYE DISORDERS,N_pct,0.010416666666666666,N_and_N_pct,152,10
Xanomeline Low Dose,VOMITING,GASTROINTESTINAL DISORDERS,N,4,N_and_N_pct,54,5
Xanomeline Low Dose,VOMITING,GASTROINTESTINAL DISORDERS,N_tot,5,AEs,54,5
Xanomeline Low Dose,VOMITING,GASTROINTESTINAL DISORDERS,N_pct,0.041666666666666664,N_and_N_pct,54,5
Xanomeline Low Dose,WEIGHT DECREASED,INVESTIGATIONS,N,1,N_and_N_pct,114,14
Xanomeline Low Dose,WEIGHT DECREASED,INVESTIGATIONS,N_tot,2,AEs,114,14
Xanomeline Low Dose,WEIGHT DECREASED,INVESTIGATIONS,N_pct,0.010416666666666666,N_and_N_pct,114,14
Xanomeline Low Dose,WHITE BLOOD CELL COUNT INCREASED,INVESTIGATIONS,N,1,N_and_N_pct,98,14
Xanomeline Low Dose,WHITE BLOOD CELL COUNT INCREASED,INVESTIGATIONS,N_tot,2,AEs,98,14
Xanomeline Low Dose,WHITE BLOOD CELL COUNT INCREASED,INVESTIGATIONS,N_pct,0.010416666666666666,N_and_N_pct,98,14
Xanomeline Low Dose,WOLFF-PARKINSON-WHITE SYNDROME,CARDIAC DISORDERS,N,1,N_and_N_pct,125,6
Xanomeline Low Dose,WOLFF-PARKINSON-WHITE SYNDROME,CARDIAC DISORDERS,N_tot,2,AEs,125,6
Xanomeline Low Dose,WOLFF-PARKINSON-WHITE SYNDROME,CARDIAC DISORDERS,N_pct,0.010416666666666666,N_and_N_pct,125,6
Xanomeline Low Dose,WOUND,"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",N,1,N_and_N_pct,230,16
Xanomeline Low Dose,WOUND,"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",N_tot,2,AEs,230,16
Xanomeline Low Dose,WOUND,"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",N_pct,0.010416666666666666,N_and_N_pct,230,16
